"ID","GENDER","MARITALSTATUS","NUMCHILDREN","ESTINCOME","AGE","MONTHSASCUSTOMER","LOYALTYSCHEME","LASTBILLAMOUNT","AVGMONTHLYSPEND","TOTALSPEND","SUPPORTCALLSYEAR","COMPLAINTSYEAR","COMPLAINTSMONTH","CHURN"
"4106","F","Married","0","81433","53","36","N","204.1","204.1","7347.599999999999","1","0","0","F"
"4110","M","Single","1","67675","28","48","Y","84.47","85.09","4084.32","0","0","0","F"
"4111","M","Married","5","74509","42","92","N","117.75","118.0","10856.0","0","0","0","F"
"4113","M","Single","0","915091","18","12","Y","64.5","67.33","807.96","27","0","0","T"
"4115","F","Single","1","86899","19","20","Y","105.72","107.92","2158.4","12","2","1","T"
"4119","M","Married","0","3376","30","56","N","84.81","85.23","4772.88","0","2","1","F"
"4121","M","Married","0","16886","58","86","N","147.29","147.29","12666.939999999999","2","2","1","F"
"4123","M","Married","0","62810","37","94","N","140.73","141.58","13308.52","2","2","1","F"
"4124","M","Single","0","25595","23","34","N","46.07","46.43","1578.62","1","2","1","F"
"4125","M","Married","0","16151","33","49","N","116.09","116.09","5688.41","0","2","1","F"
"4126","F","Married","0","2372","26","18","N","123.44","123.44","2221.92","3","0","0","F"
"4127","M","Single","1","30694","23","28","Y","67.57","67.7","1895.6000000000001","2","2","1","F"
"4130","M","Single","1","69096","27","90","Y","68.95","69.68","6271.200000000001","6","1","0","F"
"4132","M","Single","0","90229","29","96","N","43.27","43.43","4169.28","0","2","1","F"
"4135","F","Married","0","215146","43","17","N","149.61","152.47","2591.99","11","8","5","T"
"4136","F","Married","0","36616","31","67","N","125.99","125.99","8441.33","0","0","0","F"
"4137","F","Married","1","96209","51","88","N","110.21","110.84","9753.92","2","2","1","F"
"4138","M","Married","1","12699","50","108","N","118.57","119.62","12918.960000000001","13","3","2","T"
"4142","F","Married","9","57709","49","66","N","80.52","80.52","5314.32","0","0","0","F"
"4144","M","Single","0","53031","26","30","Y","84.59","84.74","2542.2","0","1","0","F"
"4146","F","Married","2","63774","27","65","N","89.74","89.74","5833.099999999999","4","0","0","F"
"4147","M","Married","0","70105","47","101","N","117.93","118.97","12015.97","0","0","0","F"
"4151","F","Single","1","20498","26","3","N","58.7","58.7","176.10000000000002","2","2","1","F"
"4153","M","Married","0","35725","36","65","N","126.33","126.82","8243.3","0","2","1","F"
"4155","M","Single","1","99937","19","9","Y","116.8","121.75","1095.75","0","2","1","T"
"4156","M","Single","0","62045","27","80","N","43.93","44.96","3596.8","11","0","0","T"
"4159","M","Married","2","40915","26","54","N","122.7","124.07","6699.78","1","0","0","F"
"4162","M","Single","0","4714","27","97","N","93.2","94.02","9119.94","5","0","0","F"
"4163","F","Single","0","32157","20","34","Y","64.92","64.92","2207.28","1","0","0","F"
"4164","F","Married","7","11194","28","80","N","128.58","129.14","10331.199999999999","2","2","1","F"
"4165","M","Married","2","658490","23","64","N","179.39","179.39","11480.96","0","2","1","T"
"4167","F","Married","1","13262","42","60","N","172.63","173.46","10407.6","0","2","1","F"
"4169","M","Single","0","8323","18","11","Y","63.44","63.44","697.8399999999999","0","2","1","F"
"4170","F","Married","1","74370","45","24","N","175.41","175.78","4218.72","11","0","0","T"
"4172","F","Married","0","35968","32","4","N","126.94","126.94","507.76","0","0","0","F"
"4177","M","Single","0","23187","27","81","Y","61.53","61.76","5002.5599999999995","9","0","0","F"
"4180","M","Single","1","49563","28","39","Y","88.14","89.35","3484.6499999999996","3","2","1","F"
"4182","F","Married","1","89479","24","21","N","140.54","141.18","2964.78","0","0","0","F"
"4185","M","Single","0","48197","19","6","Y","195.5","202.12","1212.72","0","6","3","T"
"4187","M","Married","2","20682","40","41","N","82.71","83.42","3420.2200000000003","12","0","0","T"
"4190","F","Single","1","160638","27","51","N","44.41","44.41","2264.91","6","0","0","F"
"4191","F","Single","2","33844","20","24","Y","68.87","71.51","1716.2400000000002","21","2","1","T"
"4192","M","Single","0","21825","28","104","Y","68.55","68.55","7129.2","8","0","0","F"
"4194","F","Single","0","10852","21","21","N","43.46","44.91","943.1099999999999","28","2","1","T"
"4197","M","Married","1","14069","49","77","N","113.67","114.12","8787.24","3","2","1","F"
"4198","F","Married","4","109","30","98","N","87.5","88.0","8624.0","0","2","1","F"
"4201","M","Married","0","160343","24","79","N","176.81","177.86","14050.94","11","0","0","T"
"4205","M","Married","0","156748","29","23","N","116.44","116.7","2684.1","0","0","0","F"
"4206","M","Married","1","63334","41","21","N","176.73","177.69","3731.49","4","4","2","T"
"4208","F","Married","0","41742","36","21","N","110.03","111.77","2347.17","0","0","0","F"
"4216","M","Single","2","4557","20","24","Y","89.86","90.29","2166.96","4","0","0","F"
"4217","M","Single","1","27736","27","91","Y","104.28","104.81","9537.710000000001","2","2","1","F"
"4218","M","Single","0","249795","74","7","Y","66.95","71.26","498.82000000000005","5","0","0","F"
"4223","M","Married","9","55144","46","30","N","119.75","120.75","3622.5","29","1","0","T"
"4225","M","Single","0","23192","18","3","Y","103.41","115.53","346.59000000000003","1","3","2","T"
"4226","M","Married","0","7827","51","71","N","172.28","173.01","12283.71","0","0","0","F"
"4227","M","Single","0","78195","19","14","N","48.03","48.03","672.4200000000001","57","2","1","T"
"4228","F","Married","1","13304","29","39","N","196.9","197.66","7708.74","0","2","1","F"
"4230","M","Married","1","6267","34","58","N","110.5","110.5","6409.0","0","2","1","F"
"4232","M","Married","0","84188","33","74","N","193.0","193.0","14282.0","0","0","0","F"
"4233","F","Single","0","25380","60","72","N","43.65","43.65","3142.7999999999997","16","0","0","T"
"4234","M","Married","0","19952","42","63","N","148.11","148.91","9381.33","2","2","1","F"
"4235","F","Married","0","222090","50","22","N","139.4","139.72","3073.84","4","0","0","F"
"4238","F","Single","0","23191","24","25","N","41.58","43.2","1080.0","13","3","2","T"
"4239","F","Married","2","555273","32","75","N","84.7","85.44","6408.0","11","2","1","T"
"4241","M","Single","0","72515","22","35","Y","101.81","101.81","3563.35","0","0","0","F"
"4242","F","Single","0","3184","26","26","Y","81.07","81.7","2124.2000000000003","11","2","1","T"
"4245","M","Married","0","75011","45","72","N","126.92","127.74","9197.279999999999","2","2","1","F"
"4249","F","Single","0","775430","19","17","N","47.2","47.2","802.4000000000001","0","3","2","T"
"4250","M","Single","1","90437","19","24","N","42.79","43.69","1048.56","17","0","0","T"
"4252","M","Single","0","4114","27","99","N","40.86","40.86","4045.14","2","2","1","F"
"4254","M","Single","0","20380","84","107","Y","182.5","182.5","19527.5","0","2","1","F"
"4255","O","Single","0","4333","21","43","Y","69.72","69.97","3008.71","2","2","1","F"
"4256","F","Single","0","29210","26","2","Y","69.04","72.61","145.22","11","2","1","F"
"4257","M","Married","0","709338","54","2","N","84.7","91.07","182.14","0","0","0","F"
"4259","F","Single","0","752673","28","71","Y","66.93","67.69","4805.99","13","0","0","T"
"4262","M","Married","0","55767","43","114","N","116.29","116.75","13309.5","0","0","0","F"
"4263","F","Single","0","5674","19","8","N","44.68","46.48","371.84","23","0","0","T"
"4266","F","Single","0","26280","23","5","Y","101.49","102.09","510.45000000000005","2","0","0","F"
"4267","F","Married","0","47911","27","41","N","141.7","143.06","5865.46","0","0","0","F"
"4269","F","Married","2","47045","42","98","N","147.78","149.34","14635.32","2","4","2","T"
"4271","M","Married","0","63753","45","28","N","87.7","90.24","2526.72","18","2","1","T"
"4272","F","Single","1","42610","24","51","Y","80.31","81.34","4148.34","6","0","0","F"
"4273","M","Married","1","62196","32","58","N","123.3","123.3","7151.4","3","0","0","F"
"4274","F","Married","7","89020","36","99","N","121.76","121.76","12054.24","2","2","1","T"
"4276","F","Single","0","82452","28","70","Y","109.95","110.51","7735.700000000001","7","2","0","F"
"4279","F","Single","0","90736","27","68","Y","106.04","106.55","7245.4","47","0","0","T"
"4280","M","Single","0","82683","22","30","Y","101.67","102.01","3060.3","0","6","4","T"
"4281","F","Single","2","48711","18","8","Y","62.33","66.03","528.24","7","1","0","F"
"4285","M","Married","0","52343","47","58","N","173.6","174.35","10112.3","0","2","1","F"
"4286","F","Married","2","34938","43","85","N","113.02","113.02","9606.699999999999","0","2","1","F"
"4288","M","Married","2","68733","25","36","N","83.02","83.26","2997.36","1","4","2","T"
"4289","F","Married","4","7650","47","41","N","114.79","115.77","4746.57","9","2","1","F"
"4290","M","Married","0","67295","28","20","N","170.52","170.52","3410.4","0","2","1","F"
"4293","F","Single","0","35883","20","30","N","46.86","46.86","1405.8","21","0","0","T"
"4294","M","Single","2","69220","23","52","N","56.5","57.43","2986.36","4","3","2","F"
"4304","F","Single","0","28569","24","34","Y","80.88","81.12","2758.08","0","6","3","T"
"4306","M","Married","2","80858","33","107","N","177.73","179.86","19245.02","3","6","5","T"
"4307","M","Married","0","20530","38","28","N","112.33","112.54","3151.1200000000003","0","2","1","F"
"4311","F","Single","0","332215","27","15","Y","87.92","88.22","1323.3","1","0","0","F"
"4313","M","Married","1","24342","28","82","N","174.7","175.01","14350.82","0","2","1","F"
"4314","M","Single","0","206134","25","79","N","49.01","49.66","3923.14","15","6","3","F"
"4315","M","Married","0","95007","35","80","N","119.49","120.85","9668.0","19","2","1","T"
"4316","M","Single","0","994349","24","17","N","46.74","50.07","851.19","7","0","0","F"
"4317","M","Married","6","13362","29","47","N","80.34","81.03","3808.41","12","0","0","T"
"4318","M","Single","2","5399","21","31","N","48.74","48.98","1518.3799999999999","2","2","1","F"
"4321","M","Married","1","28197","25","25","N","85.03","85.72","2143.0","14","2","1","T"
"4325","F","Single","0","23541","29","31","N","44.61","45.42","1408.02","1","2","0","F"
"4326","F","Married","0","16675","28","106","N","84.86","84.99","9008.939999999999","0","0","0","F"
"4329","M","Single","1","26175","30","3","N","41.74","42.58","127.74","7","0","0","F"
"4332","M","Married","0","817238","27","57","N","119.29","120.34","6859.38","2","2","1","F"
"4334","F","Married","0","29494","27","98","N","112.95","112.95","11069.1","0","2","1","F"
"4335","F","Single","2","12362","26","91","Y","140.7","141.18","12847.380000000001","4","0","0","F"
"4337","F","Single","1","6354","29","66","Y","85.71","85.71","5656.86","1","0","0","F"
"4339","F","Single","0","3863","20","10","Y","106.57","106.57","1065.6999999999998","1","7","4","T"
"4340","F","Married","1","86843","50","64","N","87.38","87.73","5614.72","1","0","0","F"
"4343","F","Married","0","40294","34","111","N","81.3","81.3","9024.3","2","2","1","F"
"4348","M","Married","2","34259","27","105","N","85.33","85.92","9021.6","2","2","1","F"
"4349","M","Married","0","70675","53","32","N","142.82","144.47","4623.04","6","2","1","F"
"4351","F","Single","1","97728","30","65","Y","102.46","102.46","6659.9","4","0","0","F"
"4352","F","Married","0","26929","44","91","N","121.85","121.85","11088.35","2","0","0","F"
"4353","F","Married","2","49280","24","17","N","142.55","142.97","2430.49","0","0","0","F"
"4356","F","Single","3","95828","26","104","N","46.67","46.85","4872.400000000001","2","3","2","T"
"4357","F","Single","0","491388","22","41","Y","60.76","60.99","2500.59","5","0","0","F"
"4360","F","Single","1","57517","28","79","N","47.25","47.96","3788.84","4","4","2","T"
"4362","F","Married","0","65641","53","69","N","115.77","116.19","8017.11","0","2","1","F"
"4366","F","Single","0","28253","29","95","N","47.86","48.04","4563.8","7","2","1","F"
"4369","M","Married","8","25682","26","60","N","144.37","144.5","8670.0","2","2","1","F"
"4370","F","Married","1","913831","31","101","N","146.87","146.87","14833.87","3","2","1","F"
"4372","F","Married","5","55503","48","34","N","107.6","108.71","3696.14","0","0","0","F"
"4373","F","Single","1","60798","27","86","N","42.66","43.07","3704.02","10","2","1","F"
"4374","M","Married","0","497498","45","32","N","174.84","174.84","5594.88","2","9","5","T"
"4377","M","Single","0","49062","28","82","Y","180.6","181.27","14864.140000000001","2","0","0","F"
"4380","F","Single","0","916808","22","56","N","49.33","50.2","2811.2000000000003","2","0","0","T"
"4381","F","Single","1","99162","21","2","N","42.19","42.19","84.38","23","0","0","T"
"4382","M","Single","0","559876","25","41","N","43.82","43.99","1803.5900000000001","4","0","0","F"
"4385","M","Single","7","607226","25","68","Y","104.16","104.67","7117.56","0","2","1","T"
"4390","F","Married","2","452583","26","93","N","80.94","81.7","7598.1","4","0","0","F"
"4393","F","Single","0","99362","18","1","Y","85.91","133.97","133.97","0","0","0","F"
"4396","F","Single","0","25949","29","20","Y","87.99","88.21","1764.1999999999998","0","0","0","F"
"4397","M","Single","0","10677","80","4","Y","103.94","118.21","472.84","2","2","1","F"
"4403","F","Married","0","6865","53","3","N","124.13","137.83","413.49","2","4","2","T"
"4405","M","Married","0","61468","83","103","N","129.36","129.36","13324.080000000002","3","1","0","F"
"4409","F","Married","9","885224","26","6","N","128.86","129.94","779.64","2","0","0","F"
"4410","F","Married","1","75561","23","32","N","82.08","82.34","2634.88","0","0","0","F"
"4411","F","Married","1","49031","38","107","N","142.44","142.46","15243.220000000001","0","0","0","F"
"4416","F","Married","2","99213","36","115","N","110.11","110.11","12662.65","2","0","0","F"
"4420","F","Single","1","40001","29","90","N","43.46","43.53","3917.7000000000003","4","0","0","F"
"4427","M","Married","1","35191","46","101","N","126.1","126.42","12768.42","1","0","0","F"
"4428","F","Married","0","40872","49","12","N","84.92","89.64","1075.68","3","0","0","F"
"4429","F","Single","0","11473","19","6","Y","88.89","88.89","533.34","35","2","1","T"
"4430","M","Single","1","19574","19","15","Y","64.46","66.04","990.6000000000001","47","0","0","T"
"4434","F","Single","2","858642","18","2","N","45.27","45.27","90.54","1","0","0","F"
"4435","F","Single","0","78284","19","8","Y","148.3","148.3","1186.4","1","6","3","T"
"4438","F","Married","9","613816","45","96","N","123.9","124.36","11938.56","3","2","1","T"
"4439","F","Single","0","67027","27","64","N","48.86","49.06","3139.84","2","2","1","T"
"4440","F","Single","0","22423","24","66","Y","64.78","65.8","4342.8","1","2","1","F"
"4444","F","Single","1","90615","28","76","Y","107.21","107.64","8180.64","2","0","0","F"
"4447","F","Married","2","81256","46","81","N","117.07","117.29","9500.49","0","0","0","T"
"4450","M","Single","0","86150","19","8","Y","88.06","91.65","733.2","0","2","1","F"
"4451","M","Single","1","1139","22","9","N","44.49","44.49","400.41","6","2","1","F"
"4452","M","Single","1","21321","30","102","Y","108.09","108.36","11052.72","0","3","2","T"
"4456","M","Married","1","5134","23","71","N","112.73","113.13","8032.23","3","2","1","F"
"4461","F","Single","0","5756","18","1","Y","68.38","68.38","68.38","32","0","0","T"
"4463","F","Married","0","53912","26","29","N","114.0","114.89","3331.81","0","0","0","F"
"4464","F","Single","0","43886","19","21","N","43.13","43.13","905.73","16","0","0","T"
"4469","M","Married","1","611235","54","67","N","113.0","114.02","7639.34","6","4","2","T"
"4470","M","Married","0","391172","53","80","N","211.0","211.14","16891.199999999997","0","0","0","F"
"4471","F","Single","0","81639","28","18","Y","108.02","109.32","1967.7599999999998","9","0","0","F"
"4472","O","Single","1","79588","19","11","Y","109.49","114.28","1257.08","3","0","0","F"
"4473","F","Single","0","22856","29","103","Y","102.72","103.12","10621.36","11","0","0","T"
"4474","M","Married","1","57382","48","33","N","84.18","84.82","2799.06","3","2","1","F"
"4475","F","Married","2","20098","51","33","N","205.6","206.23","6805.589999999999","4","2","1","F"
"4476","M","Single","0","13314","27","38","Y","87.69","88.04","3345.5200000000004","0","2","1","F"
"4478","M","Married","0","88893","23","36","N","141.73","142.13","5116.68","2","0","0","F"
"4481","M","Single","1","24946","19","13","Y","84.46","87.42","1136.46","0","4","2","T"
"4482","F","Single","0","48412","22","47","N","41.36","41.65","1957.55","1","0","0","F"
"4483","F","Married","1","85194","30","34","N","127.91","128.74","4377.16","0","0","0","F"
"4493","M","Married","0","12876","73","46","N","120.35","121.28","5578.88","3","2","1","F"
"4494","F","Single","1","31683","25","64","Y","100.67","100.67","6442.88","1","2","1","F"
"4495","F","Married","3","60482","24","14","N","117.57","118.42","1657.88","4","0","0","T"
"4497","F","Single","0","62256","24","23","Y","86.82","89.29","2053.67","1","0","0","F"
"4499","F","Married","0","167","33","19","N","122.44","124.63","2367.97","0","2","1","F"
"4501","F","Single","0","90063","26","60","Y","106.91","108.17","6490.2","14","6","3","T"
"4502","F","Married","0","23405","39","59","N","112.94","112.94","6663.46","1","2","1","F"
"4503","F","Single","1","14473","23","65","N","42.34","42.55","2765.75","3","0","0","F"
"4504","M","Married","1","96459","28","107","N","82.79","82.83","8862.81","0","0","0","F"
"4508","F","Single","0","81835","22","53","Y","107.85","107.96","5721.88","1","6","3","T"
"4511","M","Single","0","73756","19","1","Y","152.0","152.0","152.0","0","0","0","T"
"4514","F","Married","0","81561","24","66","N","115.7","115.7","7636.2","0","0","0","F"
"4521","M","Single","2","62259","25","69","Y","89.29","89.91","6203.79","0","2","1","T"
"4527","F","Single","0","92041","29","103","Y","106.1","106.62","10981.86","2","0","0","F"
"4530","M","Single","1","98053","25","55","Y","65.56","65.8","3619.0","34","0","0","T"
"4532","M","Single","2","92012","29","10","Y","68.87","68.87","688.7","0","0","0","F"
"4536","F","Single","2","20166","25","22","Y","82.79","84.93","1868.46","1","2","1","F"
"4538","F","Single","0","963930","27","61","N","46.95","46.95","2863.9500000000003","1","1","0","F"
"4539","M","Married","1","58400","27","14","N","123.22","123.67","1731.38","4","2","1","F"
"4543","F","Married","1","2654","36","71","N","120.27","120.27","8539.17","0","2","1","F"
"4544","F","Married","0","60293","43","86","N","177.24","177.55","15269.300000000001","0","1","0","F"
"4545","F","Single","1","99763","24","52","Y","84.57","85.34","4437.68","1","2","1","T"
"4546","M","Single","1","281022","18","7","Y","108.95","111.21","778.4699999999999","3","2","1","F"
"4547","M","Single","1","28510","19","23","N","48.69","48.8","1122.3999999999999","2","2","1","F"
"4548","F","Married","8","86618","41","87","N","172.81","173.41","15086.67","0","0","0","F"
"4549","M","Married","0","39106","51","56","N","149.94","149.94","8396.64","0","0","0","F"
"4550","M","Married","1","81602","75","104","N","115.27","115.77","12040.08","3","2","1","F"
"4553","F","Married","0","53436","23","36","N","83.4","83.64","3011.04","0","0","0","F"
"4555","F","Single","0","67333","30","66","Y","109.74","110.66","7303.5599999999995","31","2","1","T"
"4556","F","Single","0","86966","26","52","N","47.21","47.62","2476.24","25","2","1","T"
"4559","M","Married","2","12179","31","2","N","179.13","197.18","394.36","0","2","1","F"
"4563","F","Single","0","18014","22","10","Y","87.36","90.38","903.8","0","0","0","F"
"4567","M","Married","0","945074","47","39","N","112.67","114.2","4453.8","32","3","2","T"
"4568","M","Single","0","16773","18","4","Y","103.76","103.76","415.04","4","2","1","F"
"4569","M","Single","0","53593","19","24","Y","64.97","64.97","1559.28","34","3","2","T"
"4570","F","Single","0","246180","25","84","N","46.85","47.24","3968.1600000000003","2","3","2","T"
"4572","M","Married","0","43748","54","13","N","118.25","118.25","1537.25","0","0","0","F"
"4574","F","Single","1","22621","28","28","Y","86.63","86.94","2434.3199999999997","1","0","0","F"
"4575","F","Single","0","293698","70","96","Y","100.78","100.79","9675.84","1","0","0","T"
"4578","F","Single","1","65914","18","1","Y","106.82","106.82","106.82","3","2","1","T"
"4580","F","Married","0","12472","35","78","N","246.2","246.91","19258.98","4","2","1","F"
"4584","M","Single","1","19506","98","82","Y","63.06","63.65","5219.3","1","2","1","F"
"4586","M","Single","1","28182","30","56","N","46.81","47.02","2633.1200000000003","28","0","0","T"
"4588","M","Married","0","69474","76","116","N","114.61","114.9","13328.400000000001","20","0","0","T"
"4591","M","Married","2","32194","41","114","N","117.05","117.48","13392.720000000001","3","0","0","F"
"4592","F","Married","0","201638","76","95","N","120.9","121.17","11511.15","0","0","0","F"
"4595","F","Married","1","75050","52","104","N","84.48","84.77","8816.08","4","0","0","F"
"4596","M","Married","1","36968","48","52","N","177.0","177.81","9246.12","0","2","1","F"
"4600","F","Married","0","95123","50","45","N","84.22","84.22","3789.9","10","2","1","F"
"4603","F","Single","0","37140","19","7","Y","85.9","85.9","601.3000000000001","2","0","0","F"
"4605","F","Married","0","12736","53","19","N","176.93","178.33","3388.2700000000004","23","0","0","T"
"4606","M","Married","2","96685","35","73","N","137.1","137.1","10008.3","0","2","1","T"
"4608","M","Single","0","87518","24","55","N","44.48","44.68","2457.4","57","0","0","T"
"4610","F","Single","0","84020","24","83","Y","89.53","89.53","7430.99","10","0","0","F"
"4613","F","Single","0","88689","56","109","Y","68.27","68.4","7455.6","2","2","0","F"
"4614","M","Married","2","24327","39","89","N","171.3","172.84","15382.76","2","0","0","F"
"4616","M","Married","0","21525","32","117","N","174.33","174.33","20396.61","0","6","4","T"
"4618","M","Married","8","6757","35","75","N","174.31","175.33","13149.750000000002","3","2","1","F"
"4619","F","Single","1","29196","22","23","Y","69.69","72.35","1664.05","0","1","0","F"
"4620","F","Single","0","86984","20","17","Y","104.1","104.41","1774.97","3","3","2","T"
"4621","F","Married","2","70051","46","81","N","179.52","179.52","14541.12","0","2","1","T"
"4622","F","Married","1","56734","28","79","N","81.79","82.11","6486.69","0","2","1","F"
"4623","M","Single","0","93447","26","80","Y","87.47","88.57","7085.599999999999","21","2","1","T"
"4626","F","Married","0","57072","33","22","N","126.44","126.73","2788.06","0","0","0","F"
"4628","F","Single","1","83313","30","92","Y","84.35","85.27","7844.839999999999","4","0","0","F"
"4638","F","Single","0","36252","25","14","Y","106.29","106.67","1493.38","1","2","1","F"
"4639","M","Single","1","617509","24","17","Y","93.3","93.58","1590.86","3","0","0","F"
"4644","M","Single","2","897529","24","50","Y","83.41","84.45","4222.5","3","5","4","T"
"4645","F","Married","1","57795","23","41","N","179.78","179.78","7370.9800000000005","0","4","3","T"
"4648","M","Married","0","24300","31","4","N","172.81","172.81","691.24","0","5","4","T"
"4649","M","Married","1","445833","25","1","N","125.51","125.51","125.51","0","7","4","T"
"4650","M","Single","0","60470","72","104","Y","83.78","83.78","8713.12","2","6","3","T"
"4651","M","Single","1","33542","19","8","Y","100.67","107.18","857.44","0","1","0","F"
"4652","F","Married","0","35939","59","71","N","112.7","113.72","8074.12","7","2","1","F"
"4653","F","Single","0","52366","20","18","Y","63.7","64.67","1164.06","0","2","1","F"
"4654","M","Married","2","90738","49","69","N","124.82","125.87","8685.03","0","0","0","F"
"4657","M","Single","0","67381","44","16","Y","106.68","109.56","1752.96","0","2","1","T"
"4658","F","Single","0","19377","31","44","Y","81.77","82.43","3626.92","4","2","1","F"
"4659","F","Single","0","23159","23","33","Y","80.99","81.24","2680.9199999999996","22","0","0","T"
"4661","F","Married","3","83184","31","90","N","88.82","89.19","8027.099999999999","0","2","1","F"
"4662","M","Married","0","22759","46","53","N","112.11","113.06","5992.18","0","0","0","F"
"4665","M","Married","1","75618","41","35","N","117.04","118.2","4137.0","1","0","0","F"
"4666","M","Married","2","37296","41","94","N","210.5","210.5","19787.0","23","0","0","T"
"4668","M","Married","0","888861","43","20","N","145.56","145.57","2911.3999999999996","0","0","0","F"
"4669","F","Married","0","75064","32","89","N","112.77","112.77","10036.529999999999","1","0","0","F"
"4672","M","Single","1","825570","27","117","Y","66.4","66.93","7830.81","29","2","0","T"
"4680","F","Married","0","57428","40","63","N","85.69","86.04","5420.52","1","2","1","F"
"4681","M","Married","7","23899","40","109","N","171.21","173.22","18880.98","2","5","3","T"
"4683","F","Single","1","12014","27","107","N","49.88","50.32","5384.24","20","2","1","T"
"4684","M","Married","0","13668","55","94","N","81.55","81.55","7665.7","0","2","1","F"
"4688","F","Single","0","80736","26","60","Y","67.84","68.01","4080.6000000000004","4","2","1","F"
"4689","F","Single","0","76377","21","6","N","44.33","44.33","265.98","4","4","2","F"
"4691","M","Married","0","73947","38","44","N","119.18","120.03","5281.32","0","4","2","T"
"4693","F","Married","3","37007","37","39","N","121.29","121.8","4750.2","1","0","0","F"
"4695","M","Married","2","65944","29","99","N","111.83","112.8","11167.199999999999","5","0","0","F"
"4698","F","Single","1","218250","19","20","Y","103.02","104.84","2096.8","8","2","1","T"
"4700","M","Single","1","47950","23","18","Y","60.58","61.69","1110.42","10","0","0","F"
"4702","M","Married","1","98957","37","94","N","179.6","181.55","17065.7","3","2","1","F"
"4704","M","Single","1","8902","25","43","Y","68.46","68.7","2954.1","3","0","0","F"
"4709","F","Married","1","1784","48","101","N","174.79","175.79","17754.79","0","2","1","F"
"4711","M","Married","0","2547","36","6","N","111.96","111.96","671.76","0","2","1","F"
"4718","F","Married","0","45000","54","29","N","143.84","144.09","4178.61","0","0","0","F"
"4719","M","Single","0","439346","28","101","Y","64.35","64.61","6525.61","6","0","0","F"
"4723","M","Married","2","47870","35","98","N","114.37","114.37","11208.26","0","2","1","F"
"4727","M","Married","1","25113","45","17","N","146.36","149.19","2536.23","2","2","1","F"
"4728","M","Married","0","720681","33","66","N","176.75","177.42","11709.72","2","6","3","F"
"4729","F","Single","0","68481","22","13","Y","69.25","69.52","903.76","8","0","0","F"
"4734","M","Married","3","70695","51","110","N","142.04","142.9","15719.0","0","4","2","T"
"4738","F","Married","0","35168","71","16","N","118.62","121.73","1947.68","3","0","0","F"
"4739","M","Married","0","78544","47","17","N","263.7","267.03","4539.509999999999","3","0","0","F"
"4740","M","Single","0","95594","26","89","Y","81.59","81.59","7261.51","3","0","0","F"
"4743","F","Married","2","35591","50","21","N","116.43","116.43","2445.03","2","0","0","F"
"4744","M","Single","1","46726","25","36","N","47.58","49.33","1775.8799999999999","6","0","0","F"
"4747","M","Single","1","68800","26","12","Y","82.75","83.75","1005.0","0","0","0","F"
"4748","M","Married","0","37456","51","2","N","85.07","90.48","180.96","0","0","0","F"
"4749","F","Single","1","43834","22","15","Y","82.96","85.37","1280.5500000000002","27","8","4","T"
"4751","F","Married","1","71169","28","26","N","88.6","90.18","2344.6800000000003","0","2","1","F"
"4752","F","Married","0","99287","42","116","N","142.9","143.46","16641.36","0","0","0","F"
"4754","M","Single","0","21385","21","29","Y","63.63","63.63","1845.27","32","0","0","T"
"4755","M","Single","1","84394","21","16","Y","109.18","112.61","1801.76","0","7","4","T"
"4756","F","Single","0","51529","22","44","Y","108.81","109.19","4804.36","35","0","0","T"
"4757","M","Married","0","8990","36","23","N","128.02","129.93","2988.3900000000003","1","0","0","F"
"4759","F","Married","0","92546","54","68","N","123.2","123.2","8377.6","0","0","0","F"
"4761","M","Single","1","537395","22","41","Y","62.71","62.71","2571.11","20","0","0","T"
"4768","M","Married","0","86062","26","5","N","149.93","152.84","764.2","2","0","0","F"
"4771","M","Married","0","45840","35","25","N","122.96","122.96","3074.0","0","0","0","F"
"4772","F","Single","0","84780","27","69","Y","60.31","61.3","4229.7","33","0","0","T"
"4773","M","Married","1","53419","46","25","N","110.7","110.7","2767.5","0","0","0","F"
"4774","M","Married","2","75618","42","56","N","81.9","82.7","4631.2","3","6","4","T"
"4776","F","Married","0","30191","39","115","N","148.88","148.88","17121.2","0","2","1","F"
"4777","M","Single","2","59819","21","46","Y","66.37","66.59","3063.1400000000003","2","0","0","F"
"4780","F","Single","2","27003","21","41","Y","107.21","109.01","4469.41","2","2","1","F"
"4785","M","Married","0","41471","29","108","N","178.09","178.59","19287.72","0","0","0","F"
"4786","F","Single","1","57331","23","67","Y","82.36","83.2","5574.400000000001","6","2","1","F"
"4787","F","Married","0","29719","53","50","N","125.6","125.6","6280.0","0","2","1","F"
"4788","M","Single","0","85741","23","40","Y","82.35","82.96","3318.3999999999996","3","0","0","F"
"4791","O","Single","2","36315","23","69","Y","134.0","134.49","9279.810000000001","0","0","0","F"
"4792","M","Married","2","6496","50","51","N","124.38","124.38","6343.38","0","2","1","F"
"4793","F","Single","0","28698","18","10","N","48.54","48.54","485.4","22","0","0","T"
"4794","F","Married","0","75946","37","103","N","141.72","143.11","14740.330000000002","25","0","0","T"
"4795","F","Married","0","4030","40","57","N","122.77","123.21","7022.969999999999","3","0","0","F"
"4796","M","Married","1","83016","30","21","N","145.9","146.25","3071.25","0","0","0","F"
"4797","F","Single","0","45655","22","55","N","48.54","48.72","2679.6","16","2","1","T"
