ID,GENDER,MARITALSTATUS,NUMCHILDREN,ESTINCOME,CAROWNER,AGE,MONTHSASCUSTOMER,LOYALTYSCHEME,LASTBILLAMOUNT,AVGMONTHLYSPEND
1008,F,Married,1,25227,Y,44,15,N,124.01,125.33
10123,F,Single,1,501668,Y,19,20,Y,89.67,89.67
1015,F,Married,1,47436,Y,32,37,N,123.52,124.45
10150,M,Married,0,163700,Y,54,96,N,89.59,89.92
10162,F,Married,0,29557,Y,46,68,N,82.39,83.5
1017,M,Married,0,26042,N,44,8,N,121.5,121.5
10228,F,Single,0,617965,N,23,59,Y,104.16,104.26
1023,F,Single,0,70141,N,29,85,N,46.89,46.89
10244,F,Single,1,48331,Y,24,46,N,42.51,43.13
10247,F,Married,1,53005,N,44,5,N,85.33,85.33
10288,F,Married,4,26379,N,32,38,N,142.92,143.51
10304,M,Married,0,275111,N,66,33,N,147.52,148.64
10311,M,Single,0,33130,Y,30,62,N,41.93,41.97
10320,M,Single,0,79617,Y,19,2,Y,88.07,91.09
10333,M,Married,2,584606,Y,38,2,N,142.79,150.53
10346,M,Married,0,23741,N,25,93,N,176.36,177.88
10355,F,Single,0,1505,N,21,31,Y,83.38,83.52
10474,F,Single,1,269938,Y,18,1,Y,85.95,85.95
10488,F,Married,2,22191,Y,33,26,N,120.3,121.21
10490,M,Single,0,79019,Y,18,3,Y,103.38,115.88
10512,F,Married,2,4267,Y,41,26,N,174.91,175.59
10540,F,Married,2,69139,Y,25,14,N,127.47,127.47
10575,F,Married,1,70347,N,48,35,N,82.34,83.05
10586,M,Married,0,128863,N,50,67,N,144,144.92
10596,M,Married,0,513405,Y,44,57,N,178.18,179.75
1061,F,Married,0,22284,Y,66,35,N,87.61,89.16
10633,M,Single,1,10572,Y,23,21,Y,101.3,101.98
10655,M,Married,2,54420,Y,30,116,N,179.05,180.6
10662,M,Married,2,25186,N,52,17,N,83.45,85.34
10676,F,Married,0,729759,Y,71,3,N,89.27,98.98
10692,F,Married,0,6053,Y,44,86,N,179.1,179.1
10700,F,Married,0,80805,Y,23,12,N,112.95,114.34
10736,F,Single,1,79475,N,29,79,Y,85.08,85.41
10751,F,Single,0,19395,Y,23,3,Y,63.89,63.89
1078,F,Married,0,89609,Y,33,36,N,122.54,123.06
10785,F,Single,0,11039,N,30,25,N,42.26,42.26
10808,M,Single,1,95171,Y,27,41,Y,83.97,83.97
1083,F,Single,0,24022,Y,29,30,Y,81.32,82.02
10833,M,Married,0,26568,N,26,89,N,119.85,120.19
10858,F,Married,2,63202,Y,30,43,N,122.9,123.91
10954,F,Married,3,84884,Y,31,35,N,83,83
10969,F,Married,0,18502,Y,37,96,N,115.3,116.33
10988,F,Married,2,782352,Y,40,36,N,80.35,80.35
11005,M,Married,1,40317,Y,47,61,N,88.69,89.24
11017,M,Single,0,11930,Y,26,46,Y,107.71,108.65
11062,M,Married,0,76,Y,37,97,N,259.1,260.04
11096,M,Married,0,13381,Y,34,96,N,121.52,121.85
11148,F,Single,2,84344,N,21,13,Y,86.17,88.45
11157,F,Single,2,35413,Y,18,5,Y,65.49,65.49
11190,F,Married,0,45875,Y,50,5,N,141.47,144
11209,F,Single,0,3924,N,18,1,Y,106.4,113.85
11232,F,Single,1,47099,Y,22,4,Y,87.08,91.09
11307,F,Single,1,49722,Y,22,44,Y,87.64,87.8
1131,F,Single,1,10924,Y,18,3,Y,61.82,80.91
11337,M,Single,1,34711,Y,22,49,N,42.28,42.6
11362,F,Married,0,27010,Y,30,69,N,172.99,173.62
11363,M,Married,0,28788,Y,39,78,N,86.41,86.95
11404,F,Single,0,59841,Y,18,9,Y,84.09,84.09
11405,M,Single,0,94195,Y,28,44,Y,69.2,69.2
11421,F,Married,0,58161,N,44,32,N,144.63,144.63
11511,M,Single,0,22061,Y,18,4,N,49.18,49.18
11536,M,Married,2,18174,Y,24,37,N,179.17,179.17
11568,F,Single,0,30705,Y,20,24,N,48.13,48.18
11597,F,Single,1,8287,Y,25,77,Y,68.21,68.82
11605,M,Single,0,84413,Y,20,24,Y,189.5,191.06
1169,F,Married,8,44796,Y,35,2,N,145.64,145.64
11694,F,Single,0,408354,Y,29,79,Y,108.98,109.61
11715,F,Married,0,22703,Y,28,31,N,116.81,118.2
1172,F,Married,0,53137,Y,84,78,N,116.16,116.31
11742,M,Married,2,34425,N,52,61,N,128.84,129.19
11839,M,Married,2,15096,Y,40,116,N,121.94,121.94
11849,M,Married,2,65787,Y,40,61,N,175.83,176.53
1187,M,Single,2,99453,Y,30,88,Y,105.85,106.73
1188,F,Single,1,25857,Y,28,17,N,41.65,41.78
11881,M,Married,2,564364,N,35,63,N,147.99,149.02
11892,F,Single,0,49581,N,21,33,Y,65.73,66.57
11895,F,Single,1,29359,Y,20,26,Y,105.74,107.07
11898,F,Single,1,39157,N,20,2,Y,84.48,84.48
11904,M,Married,0,92168,N,36,81,N,123.67,124.72
11913,M,Single,0,73028,N,26,56,N,45.98,46.52
11919,M,Married,0,61418,Y,26,35,N,149.33,149.33
11937,M,Single,1,90357,Y,18,9,Y,108.03,112.69
11954,F,Single,0,3775,N,27,50,Y,83.92,84.18
11976,M,Single,3,31595,N,22,1,Y,107.64,107.64
11993,M,Single,2,65515,N,24,33,Y,83.17,83.43
1248,F,Married,2,538182,N,34,12,N,117.05,117.85
1274,F,Single,2,224206,Y,27,21,Y,69.9,70.08
1306,F,Single,1,93944,Y,49,52,N,42.88,43.05
1329,F,Married,0,33689,Y,54,15,N,140.18,140.18
1351,F,Married,2,2099,Y,38,115,N,123.39,123.39
1408,M,Married,7,22318,Y,47,46,N,149.93,150.42
1449,M,Married,0,99421,Y,53,58,N,89.21,89.87
1507,F,Married,5,28923,Y,38,69,N,126.67,127.32
1519,B,Single,1,789086,N,28,52,Y,101.04,102.19
1585,F,Married,2,37355,Y,39,120,N,112.12,112.87
1628,M,Single,0,282126,N,25,83,Y,87.06,87.38
1685,M,Single,0,84963,N,27,10,Y,83.56,84.98
1703,F,Married,0,1749,N,52,18,N,143.73,144.13
1720,F,Single,0,275385,Y,18,8,N,44.36,44.36
1728,F,Married,2,439158,Y,31,119,N,119.05,119.64
1733,F,Single,0,38965,N,69,100,Y,88.81,88.94
1835,M,Single,0,89892,Y,27,89,N,49.89,50.4
1836,F,Single,0,71977,N,24,81,Y,85.08,85.08
1876,F,Single,1,9285,Y,28,69,Y,67.92,68.02
1900,M,Married,1,124755,Y,45,68,N,176.52,178.08
1923,M,Married,0,2618,Y,64,71,N,81.29,81.52
1954,F,Married,1,16578,Y,33,109,N,145.42,146.87
2044,F,Single,0,78583,Y,27,84,N,46.79,46.96
2151,M,Single,1,840096,N,18,7,Y,105.61,111.15
2164,F,Married,1,27182,Y,39,92,N,124.87,125.21
2209,M,Single,1,211303,Y,20,36,Y,65.22,65.41
2284,M,Single,0,19493,Y,27,79,Y,82.81,83.13
2319,M,Married,5,48497,Y,51,28,N,145.01,146.44
2353,M,Single,1,54653,N,23,68,Y,108.26,108.79
2374,F,Married,0,8521,Y,42,62,N,113.72,114.09
2487,M,Single,0,14274,Y,25,63,Y,87.19,87.19
2502,F,Married,1,66891,N,34,14,N,259.7,261.56
2525,F,Single,0,479380,Y,26,5,Y,82.85,90.51
2533,M,Married,0,43411,Y,24,63,N,80.72,80.85
2572,F,Single,1,51227,N,22,34,N,44.68,45.93
2581,F,Married,1,43548,Y,48,80,N,214.3,215.64
2587,M,Single,0,1816,Y,26,96,Y,69.51,70.07
2594,F,Single,0,16314,Y,20,23,Y,82.79,82.79
2599,F,Single,1,36538,Y,18,7,N,48.6,56.2
2605,M,Single,0,38037,Y,23,23,N,47.56,47.79
2628,M,Married,4,69231,Y,32,41,N,176.24,176.24
2657,M,Single,1,363684,Y,27,26,N,41.47,42.64
2669,M,Married,2,51908,N,25,27,N,175.39,175.39
2676,F,Married,1,35785,N,38,88,N,148.99,150.41
2720,F,Single,1,638078,Y,21,25,N,47.42,47.61
2728,M,Single,1,96151,N,23,23,Y,179.5,179.9
2743,M,Single,1,279521,Y,22,2,N,45.47,45.47
2785,M,Married,4,14625,Y,32,15,N,126.22,126.65
2796,M,Married,0,56605,Y,27,71,N,140.41,141.6
2836,M,Single,1,32937,N,27,44,Y,64.73,65.25
2896,F,Married,0,44946,N,46,113,N,143.19,143.77
2916,F,Single,0,922,Y,25,48,Y,66.59,67
2987,M,Married,2,46351,N,24,78,N,146.01,146.01
3018,M,Single,2,12039,Y,19,12,N,42.08,42.08
3022,M,Married,2,75045,Y,51,100,N,141.93,142.29
3024,F,Married,0,84766,Y,25,26,N,115.55,116.9
3033,M,Single,0,12344,N,20,6,Y,60.79,60.79
3073,F,Single,0,59436,N,25,27,N,41.29,41.29
3080,F,Single,1,95930,Y,24,28,Y,106.03,106.03
3083,M,Married,2,346932,Y,49,35,N,126.09,127.91
3085,M,Single,1,10742,N,29,61,N,43.2,43.77
3089,M,Single,0,3209,Y,20,16,Y,128.1,128.51
3113,M,Married,1,38769,Y,40,12,N,114.67,115.83
3120,M,Single,0,30601,Y,19,11,Y,143.5,145.96
3162,M,Single,1,49481,Y,25,31,Y,89.35,90.33
3245,M,Married,1,84451,N,34,21,N,126,128.85
3282,M,Single,1,54733,N,24,53,Y,82.27,83.69
3329,M,Single,1,91261,Y,19,18,N,40.67,40.67
3331,F,Married,0,618648,Y,53,52,N,149.21,149.36
3352,M,Married,1,89061,Y,46,86,N,121.47,122.53
3366,F,Married,0,330822,N,38,12,N,265.7,266.81
3455,M,Married,1,88851,N,26,50,N,128.19,128.68
3476,F,Married,0,10731,Y,51,84,N,171.39,172.15
3499,M,Single,1,33862,Y,27,108,N,126.2,126.73
3504,F,Married,5,381631,Y,37,32,N,146.85,147.31
3505,M,Single,1,52731,Y,26,80,N,45.28,46.04
3618,F,Married,0,72419,Y,54,70,N,118.99,119.61
3623,F,Married,0,86844,N,26,47,N,110.53,110.94
3674,F,Single,0,65850,Y,26,104,N,48.29,48.29
3710,F,Married,1,87828,Y,45,3,N,81.34,91.02
3757,M,Single,0,11509,Y,25,81,Y,109.82,109.82
3784,M,Married,1,59223,N,84,38,N,110.97,112.81
3801,F,Married,1,44855,N,32,69,N,111.17,111.17
3819,M,Single,1,31151,Y,29,37,N,83.9,84.21
3824,M,Married,0,28474,N,68,88,N,172,172.33
3839,F,Single,0,66745,Y,25,74,Y,140.6,141.08
3881,M,Married,7,13663,Y,46,106,N,111.49,112.3
3900,F,Single,1,664,N,19,11,N,44.45,47.93
3936,M,Single,1,75977,Y,20,29,Y,102.01,102.22
3951,F,Single,0,72286,N,20,25,Y,87.35,87.35
3955,F,Single,0,829596,Y,26,12,Y,101.33,101.33
3995,M,Single,0,59749,Y,20,5,Y,88.73,99.72
4079,M,Single,0,66047,Y,30,45,N,45.25,45.59
4106,F,Married,0,81433,N,53,36,N,204.1,204.1
4110,M,Single,1,67675,N,28,48,Y,84.47,85.09
4123,M,Married,0,62810,Y,37,94,N,140.73,141.58
4138,M,Married,1,12699,Y,50,108,N,118.57,119.62
4153,M,Married,0,35725,Y,36,65,N,126.33,126.82
4155,M,Single,1,99937,Y,19,9,Y,116.8,121.75
4187,M,Married,2,20682,Y,40,41,N,82.71,83.42
4190,F,Single,1,160638,Y,27,51,N,44.41,44.41
4254,M,Single,0,20380,Y,84,107,Y,182.5,182.5
4255,N,Single,0,4333,N,21,43,Y,69.72,69.97
4267,F,Married,0,47911,Y,27,41,N,141.7,143.06
4272,F,Single,1,42610,Y,24,51,Y,80.31,81.34
4286,F,Married,2,34938,Y,43,85,N,113.02,113.02
4294,M,Single,2,69220,Y,23,52,N,56.5,57.43
4343,F,Married,0,40294,Y,34,111,N,81.3,81.3
4357,F,Single,0,491388,N,22,41,Y,60.76,60.99
4362,F,Married,0,65641,N,53,69,N,115.77,116.19
4429,F,Single,0,11473,Y,19,6,Y,88.89,88.89
4450,M,Single,0,86150,Y,19,8,Y,88.06,91.65
4472,N,Single,1,79588,N,19,11,Y,109.49,114.28
4539,M,Married,1,58400,Y,27,14,N,123.22,123.67
4543,F,Married,1,2654,Y,36,71,N,120.27,120.27
4545,F,Single,1,99763,N,24,52,Y,84.57,85.34
4572,M,Married,0,43748,Y,54,13,N,118.25,118.25
4608,M,Single,0,87518,Y,24,55,N,44.48,44.68
4618,M,Married,8,6757,N,35,75,N,174.31,175.33
4626,F,Married,0,57072,N,33,22,N,126.44,126.73
4654,M,Married,2,90738,N,49,69,N,124.82,125.87
4668,M,Married,0,888861,Y,43,20,N,145.56,145.57
4734,M,Married,3,70695,Y,51,110,N,142.04,142.9
4825,F,Single,0,94786,Y,19,5,Y,87.94,95.1
4848,F,Single,1,7117,Y,19,16,Y,80.53,80.79
4867,F,Single,2,69277,Y,19,12,Y,80.27,80.27
4892,F,Single,0,53119,N,24,70,N,42.01,42.18
4925,F,Single,0,9791,N,19,13,N,43.47,47.43
4928,F,Married,1,587774,N,46,101,N,80.9,81.27
4929,F,Single,1,160050,Y,28,59,Y,88.86,88.86
4935,F,Married,0,30034,N,29,98,N,125.74,126.26
4948,F,Single,0,88584,Y,24,70,Y,67.9,67.9
4950,F,Married,0,683437,N,53,102,N,121.55,122.45
4968,F,Married,0,56433,N,26,22,N,179.24,181.95
4981,F,Single,0,33920,Y,22,11,N,73.1,76.67
5129,M,Single,0,16227,Y,19,19,N,48.34,49.47
5153,F,Married,0,26926,Y,50,56,N,128.73,128.73
5154,F,Single,1,35220,Y,18,6,Y,106.03,106.03
5170,F,Married,0,47328,Y,54,68,N,147.73,148.28
5244,M,Married,0,95679,Y,28,50,N,143.11,144.55
5287,M,Single,0,74240,Y,19,13,Y,109.89,110.32
5293,F,Married,1,823168,Y,32,117,N,87.4,87.74
5308,M,Married,3,64538,Y,47,71,N,125.85,127.33
5349,M,Married,1,43316,N,46,4,N,143.09,143.09
5364,F,Married,0,45528,N,52,13,N,88.54,90.43
5480,F,Single,1,13051,N,21,35,Y,67.71,67.71
5484,M,Single,2,60803,N,27,108,Y,108.29,108.29
5547,M,Married,0,34708,Y,36,80,N,177.46,177.46
5580,M,Married,8,63816,Y,35,24,N,87.04,88.84
5617,F,Married,0,97717,N,78,69,N,221.7,222.51
5648,F,Single,0,15380,Y,20,9,Y,108.24,108.24
5659,M,Married,1,81225,Y,27,18,N,171.63,173.96
5667,M,Married,2,55462,Y,41,74,N,83.56,84.29
5669,M,Single,0,20810,Y,23,71,N,48.65,48.65
5727,F,Married,2,23033,Y,51,79,N,256.2,256.2
5734,M,Married,1,66219,Y,47,78,N,173.65,174.32
5756,F,Married,8,25566,Y,48,75,N,119.08,119.08
5762,F,Single,0,372160,Y,21,43,Y,104.43,105.81
5837,F,Single,0,94589,N,24,29,Y,88.22,90.6
6010,F,Married,0,135898,Y,29,28,N,115.53,115.96
6030,F,Married,2,5447,Y,42,63,N,172.59,172.97
6078,M,Married,0,94223,Y,53,47,N,124.73,125.02
6086,F,Married,1,36284,Y,48,82,N,176.99,178.11
6135,M,Single,0,72284,Y,30,11,Y,80.99,85.15
6254,F,Married,0,15881,N,32,7,N,121.2,126.49
6277,F,Single,0,919964,N,27,47,Y,85.79,87.43
6285,M,Single,0,286686,Y,22,20,Y,104.43,104.43
6287,M,Married,1,90837,Y,45,1,N,124.4,124.4
6303,F,Single,2,5894,Y,19,19,N,136.8,139.57
6379,F,Married,0,54481,Y,40,30,N,116.44,116.44
6436,F,Single,1,289800,Y,25,86,Y,65.63,65.86
6442,M,Single,0,651517,Y,22,52,Y,66.08,66.34
6514,M,Married,1,42269,Y,35,49,N,145.82,145.82
6537,F,Married,2,45905,Y,38,120,N,119.11,119.11
6610,F,Married,0,4983,Y,72,58,N,173.67,175
6612,M,Single,2,6660,Y,18,12,Y,105.43,105.43
6652,M,Married,0,5526,N,32,20,N,140.82,141.18
6720,M,Single,0,56911,Y,27,95,Y,102.04,102.42
6747,F,Single,0,7241,Y,19,7,Y,88.6,88.6
6778,F,Single,1,99899,Y,28,111,Y,62.13,62.41
6860,M,Single,1,48699,Y,18,7,Y,86.33,86.33
6871,F,Married,0,45295,N,54,91,N,83.66,84.03
6887,F,Single,1,29500,Y,24,2,Y,102.47,102.47
6904,F,Married,0,86715,Y,30,98,N,111.43,111.8
6921,M,Married,0,90741,Y,37,93,N,176.27,177.22
6924,F,Married,0,18141,Y,67,78,N,87.57,87.91
6990,M,Married,1,63838,N,47,9,N,83.92,83.92
7027,M,Married,2,35886,N,43,64,N,110.34,110.78
7065,M,Married,0,545315,N,44,48,N,127.54,127.94
7091,M,Single,1,29330,Y,25,18,N,42.95,44.88
7212,F,Single,0,1682,Y,25,22,N,46.89,48.62
7216,M,Single,2,7687,N,18,3,Y,81.06,81.22
7282,M,Married,0,92821,Y,42,113,N,116.27,117.3
7291,M,Single,0,23876,Y,22,8,Y,103.56,104.1
7307,F,Married,2,59345,Y,48,8,N,81.65,88.87
7327,M,Married,0,12160,Y,32,6,N,125.42,129.94
7354,M,Married,0,781084,Y,41,61,N,125.38,126.09
7374,F,Married,0,883,N,50,66,N,196,197.09
7401,M,Single,0,74164,Y,38,112,Y,89.97,90.79
7434,M,Single,0,49220,Y,30,93,Y,101.12,101.45
7447,F,Married,0,43058,N,36,114,N,115.08,115.8
7535,M,Single,2,36533,Y,22,7,Y,62.34,68.24
7551,M,Married,1,44695,Y,24,7,N,147.67,155.61
7597,M,Single,0,302680,Y,19,20,N,41.72,41.72
7663,M,Single,0,83314,N,22,31,Y,85.11,85.39
7672,F,Single,0,63421,Y,19,10,N,43.14,43.83
7705,M,Single,0,54822,Y,28,67,N,49.71,49.9
7811,F,Single,2,31911,Y,23,30,Y,64.5,64.72
7816,F,Married,0,794469,Y,54,95,N,122.85,123.95
7844,F,Single,1,65193,Y,20,8,N,98.3,98.3
7882,F,Single,0,231622,Y,24,80,Y,105.45,105.85
7903,F,Single,2,12591,Y,30,57,N,45.82,46.23
7926,M,Single,3,73679,Y,28,11,Y,69.53,69.53
7929,F,Single,0,55000,Y,27,83,N,43.35,43.43
7972,F,Married,6,54214,N,40,49,N,143.15,143.15
7973,F,Single,0,799461,Y,19,3,N,120.1,120.1
7974,M,Single,0,75670,Y,20,17,Y,66.66,66.66
8003,F,Single,0,44867,Y,24,54,Y,100.67,101.05
8011,F,Single,0,78832,N,26,4,Y,84.17,84.17
8094,M,Single,2,76555,N,27,70,Y,109.52,109.92
8160,F,Single,1,82091,N,22,14,Y,80.37,81.44
8254,M,Single,1,60852,Y,18,10,Y,82.53,86.78
8267,M,Married,1,97633,Y,36,60,N,147.08,147.8
8312,F,Married,1,76150,Y,43,67,N,126.97,127.26
8350,F,Married,1,69466,N,37,8,N,148.06,148.72
8368,F,Single,0,701260,Y,70,6,Y,65.75,75.3
8378,F,Married,2,94105,N,48,33,N,88.75,89.02
8393,M,Married,0,74056,N,49,82,N,152,152.38
8437,M,Single,0,31462,Y,19,1,Y,108.66,108.66
8444,F,Single,0,45175,Y,20,12,Y,104.82,105.78
8468,M,Married,0,812287,Y,35,15,N,112.62,113
8530,F,Married,0,54049,Y,47,18,N,148.76,148.76
8551,M,Married,1,91710,Y,47,116,N,122.49,123.25
8612,F,Single,1,47643,Y,25,66,Y,62.92,63.18
8628,F,Single,0,54395,N,21,44,N,40.66,40.8
8653,F,Married,0,10785,Y,43,36,N,87.94,88.68
8661,M,Single,1,41154,Y,25,66,Y,103.27,103.67
8687,F,Married,0,75871,Y,24,10,N,143.41,146.5
8706,N,Married,0,38472,Y,53,62,N,171.51,172.07
8709,N,Married,2,120215,Y,37,42,N,149.83,150.42
8771,F,Single,2,59447,N,28,40,Y,61.17,61.82
8794,F,Single,0,41949,N,24,81,N,49.41,49.69
8826,F,Married,1,32097,Y,37,56,N,120.91,121.35
8863,M,Married,0,8947,Y,41,117,N,80.59,80.85
8875,M,Married,6,20298,N,52,33,N,87.95,89
9000,M,Married,4,67353,Y,28,44,N,89.72,89.72
9008,M,Single,0,66759,Y,21,17,Y,89.67,89.94
9050,F,Married,1,562743,Y,38,52,N,179.71,181.27
9058,M,Single,0,52362,Y,21,8,N,41.73,42.32
9121,M,Married,0,51842,Y,58,117,N,125.56,126.05
9125,M,Married,0,68043,N,27,66,N,185.8,185.8
9131,F,Married,1,71150,Y,44,87,N,114.61,114.77
9254,M,Married,2,28870,Y,45,40,N,85.69,86.02
9289,M,Single,1,36562,Y,20,30,Y,60.49,60.49
9325,F,Single,1,443067,N,22,41,N,42.07,42.07
9410,F,Married,0,99820,N,45,66,N,179.55,180.1
9423,F,Single,1,72463,Y,21,13,Y,60.28,60.28
9424,F,Married,0,12421,Y,83,114,N,144.34,145.61
9448,F,Single,0,50244,Y,27,31,Y,108.83,109.19
9450,M,Single,0,75162,Y,21,4,Y,63.5,73.1
9501,M,Single,1,93084,N,24,24,N,49.4,51.56
9530,M,Single,4,95764,Y,27,80,Y,65.45,65.87
9542,M,Single,1,86760,N,24,13,Y,105.09,108.98
9558,M,Married,0,72114,Y,23,27,N,110.27,110.27
9562,F,Married,0,6606,N,53,20,N,123.62,126.58
9588,F,Single,1,302628,Y,23,68,Y,69.92,69.98
9652,M,Single,1,73786,Y,26,78,N,122.8,123.36
9659,F,Married,0,15,Y,27,64,N,124.67,125.16
9671,F,Married,2,533704,Y,43,116,N,147.63,148.21
9673,F,Single,0,20282,Y,27,43,Y,80.81,81.47
9733,M,Married,0,3093,Y,36,115,N,87.42,87.94
9768,F,Married,1,18385,Y,38,35,N,147.66,148.09
9804,M,Married,0,37020,N,42,76,N,173.1,174.06
10012,F,Married,1,17706,Y,34,89,N,120.64,121.73
10016,M,Single,1,278263,Y,23,34,Y,107.23,107.55
10017,F,Single,0,69928,Y,30,19,N,43.52,45.49
10029,F,Single,2,8996,N,23,50,N,49.89,50.3
10031,F,Married,1,51318,Y,44,15,N,111.04,111.42
10037,M,Married,0,14173,N,51,48,N,124.05,124.05
10045,F,Single,1,69768,Y,19,17,Y,67.21,67.41
10169,F,Single,0,46980,Y,26,37,N,41.58,43.52
10236,M,Single,0,43660,N,23,33,Y,69.38,70.57
10266,F,Single,0,75575,Y,29,39,N,42.36,42.36
10268,F,Married,0,70076,Y,54,74,N,110.98,110.98
10312,F,Married,7,63385,Y,46,55,N,147.3,147.3
10367,M,Single,0,69865,Y,22,17,Y,155.1,158.2
10376,F,Married,0,36814,Y,35,72,N,171.61,172.33
10387,F,Married,2,82769,Y,52,81,N,126.45,127.37
10400,M,Married,2,40448,Y,51,44,N,147.28,147.28
10483,F,Married,2,99676,N,49,99,N,110.31,110.9
10522,M,Married,0,78092,Y,52,64,N,118.72,119.58
10528,M,Married,2,20538,Y,36,98,N,199.3,201.03
10556,F,Single,0,41429,Y,19,23,N,48.7,48.82
10562,F,Single,2,48140,N,20,5,Y,101.94,101.94
10687,M,Married,1,91407,N,29,43,N,124,125.38
10718,F,Single,1,44136,Y,20,18,Y,104.16,104.97
10735,M,Married,1,28858,N,49,109,N,143,144.25
10817,F,Married,0,8250,Y,47,49,N,145.22,145.42
10822,M,Married,0,61521,Y,23,32,N,119.5,120.07
10846,M,Single,1,61084,Y,18,5,N,45.5,45.5
10849,M,Married,0,99741,Y,52,78,N,85.65,86.01
10853,M,Married,0,68679,Y,66,70,N,114.77,114.77
10891,F,Single,0,656939,N,19,14,N,49.15,49.15
10914,M,Married,0,68259,Y,51,61,N,171.65,173.14
11081,F,Married,1,538183,Y,49,22,N,85.43,85.85
11091,M,Single,0,94568,Y,63,18,Y,62.64,63.63
11119,M,Single,0,214940,Y,25,29,N,130.3,130.3
11133,M,Single,1,84153,Y,22,57,Y,109.14,109.53
11183,F,Single,0,51864,N,30,53,Y,100.86,101.57
11206,M,Married,0,76958,Y,53,11,N,170.86,174.24
11245,F,Married,3,51298,Y,51,88,N,141.77,142.89
11250,M,Single,1,17907,Y,28,90,Y,65.27,65.57
11264,F,Married,2,75963,Y,44,3,N,121.85,132.56
11296,M,Married,1,67610,Y,26,75,N,116.04,116.04
11304,M,Married,0,13309,N,36,20,N,177.15,177.6
11316,M,Single,0,78284,N,74,44,Y,80.3,80.3
11376,F,Single,1,39155,Y,21,45,N,46.29,46.45
11426,M,Married,1,58639,N,37,7,N,176.17,182.03
11477,F,Married,2,1133,Y,41,53,N,127.37,127.75
11556,F,Married,1,94287,N,24,4,N,143.96,143.96
11584,M,Single,3,99604,Y,24,71,Y,61.57,61.66
11588,F,Married,1,7665,Y,36,65,N,128.75,128.95
11615,M,Married,0,46464,Y,53,14,N,118.96,122.9
11617,M,Married,1,70394,Y,68,56,N,122.35,122.5
11650,M,Single,1,26824,N,23,40,N,40.3,40.3
11652,F,Single,1,74160,Y,29,108,Y,86.28,86.6
11716,M,Married,0,72389,Y,49,99,N,171.92,172.01
11749,M,Single,1,88462,Y,25,69,Y,80.19,80.49
11783,M,Single,0,64146,Y,18,1,Y,106.97,113.63
11826,F,Married,0,99893,Y,48,31,N,177.1,178.71
11840,M,Married,1,26893,Y,47,107,N,120.15,120.15
1185,M,Single,0,80579,Y,100,108,Y,67,67.66
11880,M,Single,2,99539,Y,18,1,Y,84.51,137.99
11949,M,Married,1,79435,Y,41,18,N,250.3,253.3
11956,F,Married,0,53984,Y,52,27,N,122.06,122.52
1229,F,Married,1,74408,Y,36,78,N,80.86,81.75
1271,F,Single,0,34994,N,95,1,Y,68.32,68.32
1287,F,Married,0,72893,N,61,62,N,127.78,128.23
1304,M,Single,1,50413,Y,29,53,Y,81.27,81.27
1339,M,Married,5,22918,N,32,70,N,143.82,144.34
1375,M,Single,0,70150,Y,22,25,Y,111.2,112.46
1412,F,Married,1,76754,Y,48,2,N,129.93,146.76
1426,F,Married,0,57271,Y,49,51,N,119.42,120.22
1436,M,Single,0,68624,Y,18,8,Y,106.72,106.72
1438,M,Married,1,212363,Y,35,28,N,89.34,89.66
1542,F,Married,0,7331,Y,33,4,N,128.3,138.47
1577,F,Single,1,59054,N,27,22,Y,105.03,105.03
1607,M,Single,1,187765,N,24,65,Y,68.49,69.16
1611,F,Married,1,45030,N,23,20,N,141.97,141.97
1614,M,Single,0,72517,N,18,4,N,48.09,48.09
1647,M,Married,1,22269,Y,41,108,N,176.19,176.85
1722,M,Single,0,99829,Y,28,82,Y,108.29,109
1732,M,Single,1,80388,Y,24,16,N,44.34,44.48
1739,F,Married,0,37091,Y,25,58,N,115.79,117.13
1936,F,Single,7,74989,Y,27,100,Y,67.62,67.95
2015,M,Married,2,18896,Y,33,115,N,110.66,111.05
2016,F,Married,5,15534,Y,49,5,N,86.89,89.86
2091,M,Married,0,31478,N,80,73,N,122.19,122.19
2140,F,Married,1,74067,N,35,11,N,115.67,115.67
2143,F,Single,0,915237,Y,26,64,Y,100.5,100.89
2188,M,Single,2,91178,Y,24,76,Y,103.58,103.99
2189,M,Single,0,37712,Y,20,31,Y,85.42,85.56
2191,M,Single,0,66691,N,39,20,Y,62.08,62.24
2221,F,Married,0,473206,Y,30,107,N,206.1,206.78
2228,M,Married,0,122616,Y,39,57,N,114.56,114.97
2298,M,Single,0,474454,N,23,46,Y,69.6,69.83
2352,M,Married,2,63267,N,27,1,N,173.74,219.88
2385,M,Single,1,88000,N,22,49,Y,89.16,89.44
2396,M,Single,1,21015,Y,18,6,Y,180.2,184.81
2415,M,Single,0,47645,N,23,61,Y,102.12,103.29
2446,F,Single,0,773911,Y,25,58,Y,86.8,88.5
2459,M,Single,0,77359,Y,20,16,Y,81.31,81.31
2512,F,Married,2,5253,Y,42,15,N,89.34,90.92
2518,M,Married,1,74199,Y,40,114,N,121.13,121.37
2545,M,Married,6,81617,Y,30,38,N,178.82,179.95
2558,F,Married,1,98685,Y,29,101,N,113.64,113.64
2593,F,Single,0,48788,Y,20,28,N,41.78,43.52
2602,F,Married,6,18423,N,31,103,N,122.83,122.83
